"order_id";"tanggal_order";"Waktu_Pesan";"user_id";"No_Resi";"product_id";"Jumlah_Pesanan";"Diskon";"Total_Harga";"Profit";"Kota";"Media_Pemesanan";"admin_id";"Ekspedisi";"Rating"
"odr10030";"2019-04-18";"01:31:00";"user797";"54427-001";"prod_002";7;0;140000.0;35000.0;"Tangerang";"FB Marketplace";"adm007";"Wahana";"5"
"odr10031";"2019-04-17";"07:03:35";"user790";"42787-104";"prod_003";18;8;2070000.0;540000.0;"Bandung";"Instagram";"adm003";"Wahana";""
"odr10032";"2019-04-25";"03:05:02";"user585";"43063-308";"prod_004";9;12;1980000.0;270000.0;"Semarang";"FB Marketplace";"adm005";"SiCepat";""
"odr10033";"2019-04-19";"03:43:51";"user042";"68084-467";"prod_001";4;0;340000.0;140000.0;"Yogyakarta";"Tiktok";"adm002";"Shopee Express";"5"
"odr10034";"2019-04-13";"16:12:16";"user265";"63739-543";"prod_005";13;0;1495000.0;260000.0;"Jakarta";"Shopee";"adm007";"Tiki";"4"
"odr10035";"2019-04-13";"20:29:29";"user161";"37000-379";"prod_003";9;0;1125000.0;360000.0;"Bali";"Instagram";"adm006";"JNE";"4"
"odr10036";"2019-04-08";"20:41:00";"user612";"43857-0148";"prod_003";3;9;341250.0;86250.0;"Jakarta";"Instagram";"adm006";"POS Indonesia";""
"odr10038";"2019-04-21";"03:03:47";"user674";"50436-6617";"prod_007";8;0;880000.0;200000.0;"Bogor";"Tiktok";"adm003";"SiCepat";"3"
"odr10039";"2019-04-06";"01:04:40";"user672";"0003-0857";"prod_004";24;0;6000000.0;1440000.0;"Jakarta";"FB Marketplace";"adm006";"JNE";"1"
"odr10040";"2019-04-29";"07:37:23";"user486";"57627-108";"prod_005";4;0;460000.0;80000.0;"Bali";"Shopee";"adm007";"Wahana";""
"odr10041";"2019-04-16";"09:49:27";"user110";"12745-140";"prod_007";14;25;1155000.0;-35000.0;"Bandung";"Instagram";"adm003";"Shopee Express";"1"
"odr10042";"2019-04-02";"20:30:49";"user881";"45802-939";"prod_002";25;19;405000.0;30000.0;"Semarang";"Tokopedia";"adm004";"Tiki";"4"
"odr10043";"2019-04-04";"20:38:20";"user186";"35000-868";"prod_006";8;0;200000.0;104000.0;"Yogyakarta";"Lazada";"adm007";"JNT";"3"
"odr10045";"2019-04-03";"07:54:45";"user124";"61821-051";"prod_003";3;0;375000.0;120000.0;"Yogyakarta";"FB Marketplace";"adm003";"SiCepat";"4"
"odr10046";"2019-04-14";"08:06:20";"user629";"21695-719";"prod_003";5;0;625000.0;200000.0;"Bali";"FB Marketplace";"adm003";"JNT";"4"
"odr10047";"2019-04-07";"14:20:29";"user596";"65862-584";"prod_004";3;0;750000.0;180000.0;"Semarang";"Instagram";"adm002";"Tiki";"4"
"odr10048";"2019-04-29";"16:14:06";"user243";"60505-0007";"prod_007";5;0;550000.0;125000.0;"Depok";"Instagram";"adm004";"JNE";"2"
"odr1005";"2018-02-09";"01:11:12";"user566";"0268-0090";"prod_007";16;12;1548800.0;188800.0;"Bali";"Shopee";"adm001";"Wahana";"1"
"odr10050";"2019-04-17";"03:56:44";"user663";"51079-198";"prod_004";16;0;4000000.0;960000.0;"Jakarta";"Instagram";"adm007";"JNT";"4"
"odr10051";"2019-04-06";"20:07:28";"user343";"0363-0031";"prod_001";11;33;626450.0;76450.0;"Bandung";"Whatsapp";"adm003";"SiCepat";"2"
"odr10052";"2019-04-26";"04:25:06";"user120";"55910-720";"prod_007";15;22;1287000.0;12000.0;"Depok";"Tiktok";"adm005";"Tiki";"4"
"odr10053";"2019-04-13";"18:47:59";"user505";"42926-130";"prod_004";19;0;4750000.0;1140000.0;"Tangerang";"Instagram";"adm007";"Shopee Express";"1"
"odr10055";"2019-04-25";"14:53:58";"user387";"0268-1446";"prod_005";8;35;598000.0;-162000.0;"Bogor";"FB Marketplace";"adm005";"SiCepat";"2"
"odr10056";"2019-04-14";"15:09:19";"user663";"42507-359";"prod_003";14;0;1750000.0;560000.0;"Semarang";"FB Marketplace";"adm005";"Tiki";"5"
"odr10057";"2019-04-28";"06:55:20";"user286";"43742-0102";"prod_007";1;0;110000.0;25000.0;"Depok";"FB Marketplace";"adm001";"Tiki";"2"
"odr10058";"2019-04-18";"09:10:00";"user208";"55910-140";"prod_001";13;20;884000.0;234000.0;"Bali";"Lazada";"adm002";"Wahana";"5"
"odr10059";"2019-04-04";"00:14:29";"user552";"51672-1322";"prod_001";6;0;510000.0;210000.0;"Bali";"FB Marketplace";"adm005";"SiCepat";"2"
"odr1006";"2018-02-26";"17:10:31";"user468";"51672-1326";"prod_001";13;31;762450.0;112450.0;"Tangerang";"Website";"adm002";"Tiki";"2"
"odr10060";"2019-04-19";"15:09:33";"user477";"57520-0441";"prod_003";12;0;1500000.0;480000.0;"Tangerang";"FB Marketplace";"adm002";"unknown";"3"
"odr10061";"2019-04-28";"16:58:44";"user520";"43269-844";"prod_004";13;0;3250000.0;780000.0;"Jakarta";"Tokopedia";"adm005";"JNT";"5"
"odr10062";"2019-04-05";"04:47:17";"user287";"50260-800";"prod_003";7;5;831250.0;236250.0;"Yogyakarta";"Tokopedia";"adm007";"POS Indonesia";"3"
"odr10063";"2019-04-07";"07:20:44";"user768";"47682-214";"prod_007";19;17;1734700.0;119700.0;"Tangerang";"Tiktok";"adm007";"POS Indonesia";"1"
"odr10064";"2019-04-06";"20:11:04";"user115";"49349-812";"prod_007";14;35;1001000.0;-189000.0;"Semarang";"Whatsapp";"adm005";"Wahana";"5"
"odr10065";"2019-04-17";"20:18:32";"user872";"54868-4884";"prod_002";5;0;100000.0;25000.0;"Bandung";"Tokopedia";"adm001";"SiCepat";"1"
"odr10066";"2019-04-15";"08:04:39";"user289";"51079-171";"prod_003";20;16;2100000.0;400000.0;"Depok";"Shopee";"adm004";"JNT";"5"
"odr10067";"2019-04-02";"22:48:15";"user546";"17429-010";"prod_001";16;0;1360000.0;560000.0;"Bogor";"Tokopedia";"adm001";"SiCepat";"5"
"odr10069";"2019-04-18";"15:40:53";"user811";"24236-063";"prod_007";2;27;160600.0;-9400.0;"Tangerang";"Tiktok";"adm003";"JNE";"1"
"odr1007";"2018-02-04";"18:36:41";"user787";"48878-4031";"prod_007";3;0;330000.0;75000.0;"Jakarta";"Tokopedia";"adm002";"JNE";"1"
"odr10070";"2019-04-21";"00:32:00";"user617";"52797-010";"prod_003";23;11;2558750.0;603750.0;"Semarang";"Lazada";"adm007";"POS Indonesia";"1"
"odr10071";"2019-04-02";"19:27:26";"user191";"67457-226";"prod_001";4;0;340000.0;140000.0;"Bandung";"Website";"adm003";"SiCepat";"4"
"odr10072";"2019-04-20";"00:23:39";"user902";"13537-515";"prod_004";16;0;4000000.0;960000.0;"Tangerang";"Lazada";"adm003";"Tiki";"1"
"odr10073";"2019-04-21";"15:33:24";"user911";"11045-0303";"prod_007";23;0;2530000.0;575000.0;"Semarang";"Lazada";"adm003";"JNT";"5"
"odr10074";"2019-04-03";"02:04:20";"user265";"47335-580";"prod_006";22;27;401500.0;137500.0;"Bandung";"Shopee";"adm001";"POS Indonesia";"3"
"odr10075";"2019-04-16";"08:01:05";"user857";"49738-497";"prod_007";9;0;990000.0;225000.0;"Bogor";"Instagram";"adm006";"JNT";"5"
"odr10076";"2019-04-24";"01:12:49";"user254";"55319-502";"prod_007";9;0;990000.0;225000.0;"Bogor";"Shopee";"adm004";"Wahana";"3"
"odr10077";"2019-04-14";"10:18:24";"user399";"49643-398";"prod_003";21;0;2625000.0;840000.0;"Jakarta";"Lazada";"adm005";"Wahana";"2"
"odr10078";"2019-04-26";"20:40:51";"user794";"21695-934";"prod_006";22;0;550000.0;286000.0;"Depok";"FB Marketplace";"adm006";"SiCepat";"3"
"odr10079";"2019-04-11";"17:37:03";"user766";"41250-820";"prod_003";5;14;537500.0;112500.0;"Jakarta";"Shopee";"adm004";"POS Indonesia";"3"
"odr10080";"2019-04-04";"05:32:44";"user649";"0113-0379";"prod_007";8;0;880000.0;200000.0;"Bali";"Lazada";"adm002";"POS Indonesia";"1"
"odr10081";"2019-04-01";"21:51:07";"user304";"0268-1418";"prod_003";11;0;1375000.0;440000.0;"Depok";"Tokopedia";"adm003";"Wahana";"3"
"odr10082";"2019-04-11";"06:36:44";"user739";"10157-9302";"prod_001";20;28;1224000.0;224000.0;"Bali";"Website";"adm003";"unknown";"2"
"odr10083";"2019-04-03";"17:16:16";"user490";"61715-103";"prod_003";10;0;1250000.0;400000.0;"Yogyakarta";"Instagram";"adm005";"Shopee Express";"3"
"odr10085";"2019-04-01";"10:37:39";"user010";"20276-156";"prod_007";1;0;110000.0;25000.0;"Depok";"Whatsapp";"adm002";"JNT";"1"
"odr10086";"2019-04-10";"02:12:14";"user850";"60512-6513";"prod_003";5;0;625000.0;200000.0;"Bogor";"Tiktok";"adm003";"Tiki";"4"
